,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize
291,GB,GLASGOW,,,,,,55 52 N,-4 17 W,55.86666666666667,-4.283333333333333,,,Yes,141.0,36019,No,Yes,Medium,Excellent,over 500 feet,River Tide Gate,Yes,,Yes,Yes,No,21 - 25 ft,26 - 30 ft,3,36 - 40 ft,16 - 20 ft,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Moderate,"201 to 1,000 tons",985 ft and over
292,GB,MILLPORT,,,,,,55 45 N,-4 55 W,55.75,-4.916666666666667,,,Yes,141.0,36022,No,Yes,Small,Fair,,Coastal Natural,,,No,,No,6 - 10 ft,6 - 10 ft,8,36 - 40 ft,,,,No,No,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,,,
293,GB,ARDROSSAN,,,,,,55 39 N,-4 49 W,55.65,-4.816666666666666,,,Yes,141.0,36024,No,Yes,Small,Fair,less than 500 feet,Coastal Breakwater,Yes,,No,,No,16 - 20 ft,16 - 20 ft,3,71 - 75 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Limited,Up to 200 tons,Up to 656 ft
294,GB,BANGOR,,,,,,54 39 N,-5 40 W,54.65,-5.666666666666667,,,No,141.0,36025,No,Yes,Very Small,Fair,less than 500 feet,RIVER BASIN,,Yes,Yes,No,No,16 - 20 ft,6 - 10 ft,3,26 - 30 ft,,No,Yes,No,No,,Yes,,,,,,Yes,,Yes,,No,Yes,Yes,,Yes,Yes,Limited,Up to 200 tons,
295,GB,WARREN POINT,,,,,,54 6 N,-6 15 W,54.1,-6.25,,,,142.0,36006,No,Yes,Very Small,Poor,less than 500 feet,Coastal Natural,,Yes,,,,16 - 20 ft,,3,21 - 25 ft,,Yes,Yes,Yes,,,Yes,Yes,,,,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Moderate,Up to 200 tons,
296,GB,BARROW IN FURNESS,,,,,,54 7 N,-3 14 W,54.11666666666667,-3.2333333333333334,,,Yes,142.0,36025,No,Yes,Medium,Good,less than 500 feet,Coastal Tide Gate,,,Yes,Yes,No,31 - 35 ft,21 - 25 ft,6,31 - 35 ft,21 - 25 ft,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Up to 200 tons,657 ft to 984 ft
297,GB,HEYSHAM,,,,,,54 2 N,-2 55 W,54.03333333333333,-2.9166666666666665,,,Yes,142.0,36025,No,Yes,Very Small,Excellent,less than 500 feet,Coastal Breakwater,,,Yes,,No,36 - 40 ft,16 - 20 ft,9,36 - 40 ft,11 - 15 ft,Yes,Yes,No,No,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Limited,,
298,GB,GARLSTON,,,,,,53 21 N,-2 54 W,53.35,-2.9,,,,142.0,36025,No,Yes,Very Small,Fair,less than 500 feet,River Tide Gate,,,Yes,Yes,,21 - 25 ft,16 - 20 ft,8,21 - 25 ft,,Yes,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,Limited,"over 1,000 tons",
299,GB,LIVERPOOL BAY TERMINAL,,,,,,53 32 N,-3 33 W,53.53333333333333,-3.55,,,Yes,,36025,No,Yes,Very Small,Poor,less than 500 feet,Open Roadstead,Yes,,,,,,,8,,76 - over ft,Yes,Yes,Yes,,,,,Yes,,,,,,,,,No,No,,No,,Limited,,
300,GB,CAERNARVON,,,,,,53 9 N,-4 16 W,53.15,-4.266666666666667,,,No,142.0,36025,Yes,Yes,Small,Good,,RIVER BASIN,,,Yes,Yes,No,0 - 5 ft,11 - 15 ft,5,16 - 20 ft,11 - 15 ft,Yes,Yes,,No,,Yes,,,,,,Yes,Yes,,,,Yes,,,Yes,Yes,Limited,Up to 200 tons,
301,GB,MILFORD HAVEN,,,,,,51 43 N,-5 2 W,51.71666666666667,-5.033333333333333,,,Yes,142.0,36036,No,Yes,Medium,Fair,over 500 feet,River Natural,Yes,,Yes,No,Yes,31 - 35 ft,,4,31 - 35 ft,16 - 20 ft,Yes,Yes,,,,Yes,Yes,No,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Major,,Up to 656 ft
302,GB,NEATH,,,,,,51 38 N,-3 50 W,51.63333333333333,-3.8333333333333335,,,,142.0,,,Yes,Very Small,Good,,Coastal Natural,,,Yes,Yes,No,11 - 15 ft,16 - 20 ft,6,61 - 65 ft,16 - 20 ft,Yes,Yes,Yes,No,,Yes,Yes,,,,,,,,,,Yes,Yes,,Yes,Yes,None,,
303,GB,BARRY,,,,,,51 24 N,-3 16 W,51.4,-3.2666666666666666,,,No,142.0,,Yes,Yes,Medium,Excellent,less than 500 feet,Coastal Tide Gate,,,No,Yes,No,6 - 10 ft,26 - 30 ft,10,31 - 35 ft,26 - 30 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Major,,
304,GB,NEWPORT,,,,,,51 33 N,-2 59 W,51.55,-2.9833333333333334,,,Yes,142.0,36042,,Yes,Medium,Excellent,over 500 feet,River Tide Gate,,,Yes,Yes,No,31 - 35 ft,21 - 25 ft,29,56 - 60 ft,,No,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Major,,657 ft to 984 ft
305,GB,SHARPNESS,,,,,,51 43 N,-2 29 W,51.71666666666667,-2.4833333333333334,,,,142.0,,No,Yes,Small,Good,over 500 feet,Lake or Canal,Yes,Yes,Yes,Yes,Yes,6 - 10 ft,21 - 25 ft,5,21 - 25 ft,,Yes,Yes,No,No,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Moderate,,Up to 656 ft
306,GB,HAYLE,,,,,,50 11 N,-5 25 W,50.18333333333333,-5.416666666666667,,,Yes,142.0,,No,,Very Small,Good,less than 500 feet,RIVER BASIN,,,Yes,,No,6 - 10 ft,6 - 10 ft,15,41 - 45 ft,,Yes,,No,No,,Yes,,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,Limited,Up to 200 tons,
307,GB,ST. MARY'S (SCILLY ISL.),,,,,,49 55 N,-6 19 W,49.916666666666664,-6.316666666666666,,,,191.0,36049,,Yes,Small,Good,less than 500 feet,Coastal Breakwater,,,Yes,Yes,No,36 - 40 ft,16 - 20 ft,5,16 - 20 ft,,Yes,Yes,No,No,,Yes,,,,,,,,,,,,,,Yes,,Limited,Up to 200 tons,
308,GB,FOWEY HARBOUR,,,,,,50 20 N,-4 38 W,50.333333333333336,-4.633333333333333,,,Yes,191.0,37003,No,Yes,Small,Excellent,less than 500 feet,River Natural,Yes,Yes,Yes,Yes,No,41 - 45 ft,26 - 30 ft,6,46 - 51 ft,,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Limited,"201 to 1,000 tons",
309,GB,DARTMOUTH HARBOUR,,,,,,50 21 N,-3 37 W,50.35,-3.6166666666666667,,,Yes,191.0,,No,Yes,Small,Excellent,less than 500 feet,River Natural,,,No,No,No,21 - 25 ft,21 - 25 ft,4,31 - 35 ft,,Yes,,Yes,No,Yes,Yes,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Moderate,,Up to 656 ft
310,GB,BRIXHAM HARBOUR,,,,,,50 24 N,-3 31 W,50.4,-3.5166666666666666,,,Yes,191.0,37007,No,Yes,Very Small,Good,less than 500 feet,Coastal Breakwater,,,No,,No,11 - 15 ft,6 - 10 ft,4,76 - over ft,,Yes,Yes,No,No,,Yes,,,,,,Yes,,Yes,,,Yes,,,Yes,Yes,Limited,Up to 200 tons,
311,GB,BRIDPORT HARBOUR,,,,,,50 43 N,-2 46 W,50.71666666666667,-2.7666666666666666,,,Yes,191.0,,No,Yes,Very Small,Poor,less than 500 feet,Coastal Breakwater,,Yes,Yes,,No,0 - 5 ft,6 - 10 ft,4,36 - 40 ft,,Yes,Yes,No,No,,Yes,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Limited,Up to 200 tons,
312,GB,FAWLEY MARINE TERMINAL,,,,,,50 49 N,-1 20 W,50.81666666666667,-1.3333333333333333,,,,191.0,37020,,Yes,Small,Fair,over 500 feet,River Natural,Yes,,,,,41 - 45 ft,,5,71 - 75 ft,46 - 51 ft,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,Yes,,Yes,,Yes,Yes,Limited,Up to 200 tons,
313,GB,PORTSMOUTH HARBOUR,,,,,,50 48 N,-1 6 W,50.8,-1.1,,,Yes,191.0,,Yes,Yes,Medium,Excellent,less than 500 feet,Coastal Tide Gate,Yes,,Yes,No,No,31 - 35 ft,36 - 40 ft,3,76 - over ft,26 - 30 ft,Yes,Yes,Yes,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Major,"201 to 1,000 tons",985 ft and over
314,GB,NEWHAVEN HARBOUR,,,,,,50 47 N,0 3 E,50.78333333333333,0.05,,,Yes,191.0,,No,Yes,Very Small,Good,over 500 feet,River Natural,,Yes,Yes,Yes,No,16 - 20 ft,26 - 30 ft,6,46 - 51 ft,,Yes,,Yes,No,,Yes,,,,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Limited,,
